dataset_id,dataset_name,best_algorithm,score_LogisticRegression,score_RandomForest,score_KNN
917,fri_c1_1000_25,RandomForest,0.6523973885441775,0.8772155673073104,0.6216229336412823
918,fri_c4_250_50,RandomForest,0.5856682769726248,0.7676328502415458,0.5465378421900161
920,fri_c2_500_50,RandomForest,0.6677966101694915,0.8696155436130633,0.6155022736668044
921,analcatdata_seropositive,RandomForest,0.9015686274509804,0.9607843137254903,0.9063398692810457
922,fri_c2_100_50,RandomForest,0.6551767676767677,0.8284090909090909,0.6964646464646463
923,visualizing_soil,RandomForest,0.9950306025095383,0.9997429305912597,0.9689980717873137
925,visualizing_galaxy,LogisticRegression,0.9548932676518882,0.940607553366174,0.9410837438423645
926,fri_c0_500_25,RandomForest,0.7817126850740297,0.8297318927571029,0.645498199279712
930,colleges_usnews,LogisticRegression,0.7274242424242423,0.6892424242424242,0.6823593073593074
931,disclosure_z,LogisticRegression,0.5484483180836616,0.5150212604911062,0.4899438990182328
932,fri_c4_100_50,RandomForest,0.4352272727272727,0.6806818181818179,0.5217171717171716
933,fri_c4_250_25,RandomForest,0.5743851559068951,0.7700498776585734,0.6198977351151265
934,socmob,KNN,0.8492006033182504,0.8482528908999496,0.8669406737053796
935,fri_c1_250_10,RandomForest,0.6948051948051948,0.8753246753246755,0.6931818181818181
936,fri_c3_500_10,RandomForest,0.6326672522324696,0.8970209339774557,0.7398052993705168
937,fri_c3_500_50,RandomForest,0.6006355079029497,0.7997608980167119,0.5787482713125308
939,chscase_whale,LogisticRegression,1.0,1.0,0.407905138339921
940,water-treatment,RandomForest,0.6646167557932263,0.8222829701758588,0.5282085561497326
941,lowbwt,LogisticRegression,0.8300000000000001,0.8119590643274852,0.5742690058479532
943,fri_c0_500_10,RandomForest,0.8437700080032012,0.8616621648659464,0.8220930679964293
944,echoMonths,RandomForest,0.7238095238095238,0.7347619047619047,0.5928571428571429
947,arsenic-male-bladder,RandomForest,0.7050000000000001,0.7640654205607478,0.725
949,arsenic-female-bladder,RandomForest,0.5458223684210527,0.6436842105263157,0.5635087719298246
950,arsenic-female-lung,RandomForest,0.7916666666666666,0.875,0.7916666666666666
951,arsenic-male-lung,RandomForest,0.8833333333333332,1.0,0.9333333333333332
952,prnn_fglass,RandomForest,0.5594444444444444,0.7065476190476191,0.5340079365079364
954,spectrometer,KNN,0.9150239234449762,0.8856459330143542,0.9178100079744815
955,tae,RandomForest,0.5624641148325359,0.75811004784689,0.5569856459330144
957,braziltourism,LogisticRegression,0.615061115355233,0.6033193277310924,0.54231474407945
958,segment,RandomForest,0.9919191919191919,0.9924242424242424,0.9790404040404042
961,analcatdata_broadwaymult,LogisticRegression,0.48198051948051945,0.4060741341991342,0.43253517316017315
962,mfeat-morphological,LogisticRegression,0.9925,0.9925,0.8975
965,zoo,LogisticRegression,1.0,0.9888888888888889,0.9569444444444445
966,analcatdata_halloffame,RandomForest,0.7759721059972104,0.8122273361227336,0.766137029288703
967,cars,RandomForest,0.8721627961529439,0.9020267417311751,0.8087684729064039
968,analcatdata_birthday,LogisticRegression,0.7580603267700042,0.7064655774333193,0.7062970721035237
969,iris,LogisticRegression,1.0,1.0,1.0
970,analcatdata_authorship,LogisticRegression,0.994920634920635,0.9943105158730159,0.993031517094017
971,mfeat-fourier,KNN,0.9949999999999999,0.9824999999999999,0.9997222222222222
973,wine,LogisticRegression,0.9811688311688312,0.9811688311688311,0.7278787878787878
974,hayes-roth,LogisticRegression,0.7115842245989306,0.6983689839572194,0.6276604278074867
975,autos,RandomForest,0.5115942028985507,0.893227931488801,0.49409310496267017
976,JapaneseVowels,RandomForest,0.9263845284796959,0.9682716283516385,0.7396477561997274
978,mfeat-factors,LogisticRegression,0.9925,0.9675,0.9669444444444444
979,waveform-5000,RandomForest,0.841557971350697,0.8630300170878143,0.8366411845957856
980,optdigits,KNN,0.9639992299856157,0.9421131930126652,0.9903518440896167
982,heart-c,LogisticRegression,0.7664457070707071,0.6999098124098124,0.6402492183742183
983,cmc,RandomForest,0.6470210669672207,0.6525684981684982,0.642968592091669
984,analcatdata_draft,RandomForest,0.5,0.5294372294372295,0.5288557213930348
986,analcatdata_marketing,LogisticRegression,0.5188164251207729,0.5043512767425811,0.5179089026915114
987,collins,KNN,0.8979166666666668,0.99375,0.9976190476190476
989,anneal,RandomForest,0.5375255398373915,0.8742328836134691,0.7342362322623839
990,eucalyptus,RandomForest,0.6065768279939853,0.7051256467110125,0.687114522007289
993,kdd_ipums_la_97-small,RandomForest,0.8201123916397748,0.879391455305044,0.8485090530774866
994,vehicle,RandomForest,0.938453357495218,0.9791201047015001,0.842352360817477
995,mfeat-zernike,LogisticRegression,0.9841666666666666,0.9463888888888888,0.9783333333333333
996,prnn_fglass,RandomForest,0.5489417989417988,0.7977314814814814,0.7658002645502645
997,balance-scale,LogisticRegression,0.9494288326702136,0.8799018811143385,0.9013338081663849
1000,hypothyroid,RandomForest,0.7303156620009826,0.9543060392995821,0.7530381516412511
1002,ipums_la_98-small,RandomForest,0.5012540244212136,0.5208461180288859,0.5147174146351566
1004,synthetic_control,LogisticRegression,1.0,1.0,1.0
1005,glass,RandomForest,0.5601322751322751,0.782228835978836,0.7408002645502646
1006,lymph,LogisticRegression,0.7290764382676148,0.6801066580478345,0.6783977052359406
1007,bridges,RandomForest,0.5594444444444445,0.7138888888888888,0.6627777777777778
1010,dermatology,LogisticRegression,1.0,1.0,0.9665770750988143
1011,ecoli,KNN,0.9624139925410343,0.9634213185483602,0.9650547123777613
1012,flags,RandomForest,0.5099780219780219,0.5284395604395604,0.4779120879120879
1013,analcatdata_challenger,LogisticRegression,0.5,0.5,0.5
1016,vowel,KNN,0.8661111111111112,0.9666666666666666,0.9966666666666667
1017,arrhythmia,LogisticRegression,0.7166666666666666,0.703888888888889,0.6933333333333332
1018,ipums_la_99-small,KNN,0.49993957703927494,0.5180703688365558,0.5224627639760632
1020,mfeat-karhunen,KNN,0.9747222222222224,0.9024999999999999,0.9891666666666667
1021,page-blocks,RandomForest,0.8125972989024058,0.928714867543112,0.856981107915151
1022,mfeat-pixel,KNN,0.9858333333333335,0.9697222222222223,0.9869444444444445
1026,grub-damage,RandomForest,0.5,0.6675757575757575,0.61011544011544
1045,kc1-top5,LogisticRegression,0.6927248677248677,0.6427248677248677,0.6
1047,usp05,LogisticRegression,0.0,0.0,0.0
1048,jEdit_4.2_4.3,RandomForest,0.6380007390983001,0.6641518847006653,0.6496526237989653
1049,pc4,LogisticRegression,0.6931584821428571,0.6615401785714285,0.532890625
1050,pc3,RandomForest,0.5501887391967463,0.58448080833757,0.5073468479918658
1054,mc2,LogisticRegression,0.635021645021645,0.6043722943722943,0.602987012987013
1056,mc1,RandomForest,0.5762139669803321,0.6688583438800281,0.6246894773497312
1059,ar1,LogisticRegression,0.6320158102766799,0.5956521739130435,0.4909090909090909
1061,ar4,LogisticRegression,0.7156862745098038,0.6826797385620915,0.6326797385620916
